server cache hits, server cache misses, client cache hits, client cache misses, bandwith
0,2,0,2,22338
0,3,0,3,47356
0,3,0,3,47356
0,3,0,3,47356
0,3,0,3,47356
0,4,1,4,77527
1,5,1,6,112759
1,5,1,6,112759
2,5,2,7,142929
3,5,3,8,161716
3,6,3,9,181209
3,6,3,9,181209
3,6,3,9,181209
3,6,3,9,181209
3,6,3,9,181209
3,6,3,9,181209
3,6,3,9,181209
5,6,3,11,214928
5,7,3,12,236896
5,7,5,12,236896
6,7,6,13,268571
6,8,6,14,290299
6,8,6,14,290299
6,8,6,14,290299
6,8,6,14,290299
6,8,6,14,290299
6,8,6,14,290299
6,8,6,14,290299
6,8,8,14,290299
7,9,8,16,330974
7,10,8,17,353693
7,11,9,18,384311
8,12,9,20,424770
8,13,9,21,455613
8,13,9,21,455613
8,13,9,21,455613
8,13,9,21,455613
8,14,10,22,480795
8,15,10,23,505069
8,16,10,24,527931
8,16,10,24,527931
8,16,10,24,527931
8,16,10,24,527931
9,17,10,26,555980
9,18,10,27,584459
9,19,11,28,611542
9,20,11,29,644214
9,20,11,29,644214
9,20,13,29,644214
9,20,15,29,644214
9,20,15,29,644214
9,20,15,29,644214
9,20,15,29,644214
9,21,16,30,680666
9,22,16,31,700725
9,22,16,31,700725
9,22,18,31,700725
9,22,19,31,700725
9,22,21,31,700725
9,22,22,31,700725
9,22,22,31,700725
9,22,24,31,700725
9,22,24,31,700725
9,22,24,31,700725
9,22,24,31,700725
9,22,24,31,700725
9,22,26,31,700725
9,22,26,31,700725
9,22,26,31,700725
9,22,26,31,700725
10,23,26,33,724312
11,23,27,34,754482
13,23,27,36,788201
14,23,27,37,810168
14,23,27,37,810168
14,23,27,37,810168
15,24,27,39,829560
17,24,27,41,869560
17,25,27,42,892374
17,26,27,43,915784
17,26,27,43,915784
17,26,27,43,915784
17,26,29,43,915784
17,26,29,43,915784
17,26,29,43,915784
17,26,29,43,915784
17,26,29,43,915784
17,26,29,43,915784
18,26,30,44,935821
18,27,30,45,959909
18,27,30,45,959909
18,27,30,45,959909
20,27,30,47,987957
20,28,30,48,1016028
20,28,30,48,1016028
20,28,30,48,1016028
20,28,30,48,1016028
22,28,30,50,1038364
23,28,31,51,1070039
23,28,31,51,1070039
23,28,31,51,1070039
25,28,31,53,1093080
25,28,33,53,1093080
25,28,35,53,1093080
25,28,37,53,1093080
25,28,39,53,1093080
25,28,41,53,1093080
26,28,42,54,1111867
26,28,44,54,1111867
26,28,46,54,1111867
26,28,48,54,1111867
26,28,50,54,1111867
26,28,52,54,1111867
26,28,54,54,1111867
26,28,56,54,1111867
27,28,57,55,1142484
27,29,57,56,1176882
27,29,57,56,1176882
29,29,57,58,1210601
29,30,57,59,1241673
29,30,57,59,1241673
29,30,57,59,1241673
29,30,59,59,1241673
30,30,60,60,1276070
30,31,60,61,1295814
30,31,60,61,1295814
30,31,60,61,1295814
32,31,60,63,1329533
32,31,60,63,1329533
32,31,60,63,1329533
33,31,61,64,1349570
33,32,61,65,1373973
35,32,61,67,1407692
35,32,61,67,1407692
35,32,61,67,1407692
36,32,62,68,1427729
37,32,62,69,1452131
37,32,62,69,1452131
39,32,62,71,1477407
39,32,62,71,1477407
39,32,64,71,1477407
39,32,64,71,1477407
39,32,64,71,1477407
39,32,64,71,1477407
39,32,64,71,1477407
40,32,65,72,1510078
40,32,67,72,1510078
40,32,67,72,1510078
40,32,69,72,1510078
40,32,69,72,1510078
40,32,71,72,1510078
40,32,71,72,1510078
40,32,71,72,1510078
40,32,73,72,1510078
40,33,74,73,1535112
42,33,74,75,1563160
42,34,74,76,1588415
42,35,74,77,1611323
43,35,75,78,1630110
44,35,75,79,1649602
44,35,75,79,1649602
44,35,75,79,1649602
44,35,75,79,1649602
44,35,75,79,1649602
44,35,75,79,1649602
44,35,75,79,1649602
44,35,77,79,1649602
44,35,78,79,1649602
44,35,78,79,1649602
44,35,78,79,1649602
44,35,78,79,1649602
44,35,78,79,1649602
44,35,78,79,1649602
44,35,78,79,1649602
46,35,78,81,1672643
48,35,78,83,1696229
49,35,79,84,1720631
49,35,81,84,1720631
49,36,82,85,1757235
49,36,84,85,1757235
51,36,84,87,1790954
51,36,86,87,1790954
51,36,88,87,1790954
51,36,90,87,1790954
51,36,92,87,1790954
51,36,94,87,1790954
51,36,96,87,1790954
51,36,98,87,1790954
51,36,98,87,1790954
51,36,98,87,1790954
51,36,98,87,1790954
51,36,98,87,1790954
52,36,99,88,1809741
52,37,99,89,1830398
53,38,99,91,1858270
53,39,99,92,1882845
53,39,99,92,1882845
53,39,99,92,1882845
54,39,100,93,1917242
54,39,102,93,1917242
54,39,102,93,1917242
54,39,102,93,1917242
56,39,102,95,1950961
57,39,103,96,1987564
57,40,103,97,2014262
57,40,103,97,2014262
57,40,103,97,2014262
57,40,103,97,2014262
58,40,104,98,2051387
58,40,106,98,2051387
58,40,107,98,2051387
58,40,107,98,2051387
58,40,107,98,2051387
58,40,107,98,2051387
60,40,107,100,2089333
60,40,109,100,2089333
60,41,110,101,2121478
60,41,110,101,2121478
60,41,110,101,2121478
60,41,112,101,2121478
60,41,114,101,2121478
60,41,116,101,2121478
62,41,116,103,2143814
62,42,117,104,2166507
64,42,117,106,2200226
64,42,119,106,2200226
64,42,121,106,2200226
64,42,123,106,2200226
64,42,125,106,2200226
64,42,127,106,2200226
64,42,129,106,2200226
64,42,131,106,2200226
64,42,133,106,2200226
64,42,135,106,2200226
64,42,137,106,2200226
64,42,139,106,2200226
64,42,141,106,2200226
64,42,143,106,2200226
64,42,145,106,2200226
64,42,147,106,2200226
64,42,149,106,2200226
64,42,151,106,2200226
64,42,153,106,2200226
64,42,155,106,2200226
64,42,157,106,2200226
64,42,159,106,2200226
66,42,159,108,2233945
67,42,160,109,2270548
68,42,160,110,2297245
68,42,162,110,2297245
68,42,164,110,2297245
68,42,165,110,2297245
70,42,165,112,2337397
70,43,165,113,2367072
70,43,167,113,2367072
70,43,167,113,2367072
70,43,169,113,2367072
70,43,170,113,2367072
70,43,170,113,2367072
70,43,172,113,2367072
71,43,173,114,2397242
73,43,173,116,2437394
74,43,173,117,2464091
74,43,173,117,2464091
74,43,173,117,2464091
74,43,173,117,2464091
76,43,173,119,2487677
77,43,173,120,2512079
77,44,174,121,2550181
77,44,174,121,2550181
77,44,174,121,2550181
77,44,174,121,2550181
77,44,174,121,2550181
79,44,174,123,2573767
80,44,174,124,2598169
81,44,175,125,2634772
81,44,175,125,2634772
81,44,175,125,2634772
81,44,175,125,2634772
81,44,177,125,2634772
81,44,177,125,2634772
83,44,177,127,2676422
83,44,177,127,2676422
83,44,177,127,2676422
84,44,178,128,2700744
84,44,178,128,2700744
84,44,178,128,2700744
84,44,178,128,2700744
84,44,180,128,2700744
84,44,180,128,2700744
84,44,180,128,2700744
84,44,182,128,2700744
84,44,182,128,2700744
84,44,184,128,2700744
84,44,186,128,2700744
84,44,186,128,2700744
84,44,186,128,2700744
84,44,186,128,2700744
86,44,186,130,2724330
87,44,186,131,2748732
88,44,187,132,2785335
89,44,187,133,2812032
89,44,187,133,2812032
89,44,187,133,2812032
91,44,187,135,2847256
92,44,187,136,2868983
92,44,187,136,2868983
92,44,187,136,2868983
92,44,187,136,2868983
92,44,187,136,2868983
92,44,187,136,2868983
93,44,188,137,2899153
95,44,188,139,2939827
96,44,188,140,2962545
96,46,188,142,3000269
97,46,189,143,3036872
98,46,189,144,3066546
98,46,191,144,3066546
98,46,193,144,3066546
98,46,195,144,3066546
100,46,195,146,3095276
101,46,195,147,3127947
101,46,195,147,3127947
101,46,195,147,3127947
102,46,196,148,3164550
103,46,196,149,3191247
103,46,196,149,3191247
104,46,197,150,3221417
104,47,197,151,3245191
106,47,197,153,3278910
106,47,199,153,3278910
106,47,201,153,3278910
106,47,203,153,3278910
106,47,205,153,3278910
106,47,207,153,3278910
106,47,209,153,3278910
106,47,211,153,3278910
106,47,213,153,3278910
106,47,215,153,3278910
106,47,217,153,3278910
106,47,219,153,3278910
106,47,221,153,3278910
106,47,223,153,3278910
106,47,225,153,3278910
106,47,227,153,3278910
106,47,229,153,3278910
106,47,231,153,3278910
106,47,233,153,3278910
106,47,235,153,3278910
106,47,237,153,3278910
106,47,239,153,3278910
106,47,241,153,3278910
106,47,243,153,3278910
106,47,245,153,3278910
106,47,247,153,3278910
106,47,249,153,3278910
107,47,250,154,3302683
107,48,250,155,3327486
107,48,252,155,3327486
107,48,254,155,3327486
107,48,256,155,3327486
107,48,256,155,3327486
107,48,256,155,3327486
107,48,258,155,3327486
109,48,258,157,3368160
109,48,258,157,3368160
109,48,258,157,3368160
110,48,259,158,3402557
111,48,259,159,3422300
111,48,259,159,3422300
111,48,259,159,3422300
111,48,259,159,3422300
111,48,259,159,3422300
113,48,259,161,3462452
113,49,259,162,3484004
114,49,259,163,3510701
115,49,260,164,3540871
117,49,260,166,3574590
119,49,260,168,3608309
119,50,260,169,3635742
120,50,261,170,3672867
120,50,263,170,3672867
122,50,263,172,3695203
123,50,263,173,3720220
125,50,263,175,3753939
125,50,265,175,3753939
125,50,267,175,3753939
125,50,269,175,3753939
126,50,270,176,3790542
127,50,270,177,3820216
127,50,272,177,3820216
129,50,272,179,3861866
131,50,272,181,3895585
131,50,272,181,3895585
131,50,272,181,3895585
131,50,274,181,3895585
131,50,274,181,3895585
131,50,274,181,3895585
132,50,275,182,3919358
132,51,275,183,3948917
134,51,275,185,3971253
135,51,275,186,3990745
135,51,275,186,3990745
135,51,275,186,3990745
135,51,275,186,3990745
136,51,276,187,4015147
138,51,276,189,4056797
139,51,277,190,4086967
140,51,277,191,4110740
140,51,277,191,4110740
140,51,277,191,4110740
141,51,278,192,4132707
141,51,278,192,4132707
141,51,278,192,4132707
141,51,278,192,4132707
141,51,278,192,4132707
141,51,278,192,4132707
141,51,278,192,4132707
141,51,278,192,4132707
141,51,278,192,4132707
141,51,278,192,4132707
141,51,278,192,4132707
142,51,279,193,4160139
142,51,279,193,4160139
142,51,279,193,4160139
143,51,280,194,4184461
144,51,280,195,4216598
144,51,280,195,4216598
144,51,280,195,4216598
146,51,280,197,4244646
147,51,280,198,4272716
147,51,280,198,4272716
147,51,280,198,4272716
147,51,280,198,4272716
148,52,280,200,4311231
148,53,280,201,4341522
148,54,280,202,4361490
150,54,280,204,4401642
151,54,280,205,4428339
151,54,280,205,4428339
