server cache hits, server cache misses, client cache hits, client cache misses, bandwith
0,4,0,4,7925
0,6,2,6,14843
0,8,2,8,20850
2,10,2,12,30723
2,12,2,14,36709
2,12,6,14,36709
2,13,10,15,39722
2,13,10,15,39722
2,15,12,17,45341
2,18,12,20,53189
2,19,12,21,56961
2,19,12,21,56961
2,22,13,24,65948
2,25,15,27,74189
2,27,17,29,78955
2,28,20,30,83676
2,28,20,30,83676
2,28,20,30,83676
2,28,20,30,83676
2,28,20,30,83676
2,28,20,30,83676
2,30,22,32,89350
2,31,22,33,94222
2,32,22,34,98317
2,34,24,36,104661
3,35,26,38,110176
3,37,26,40,115822
3,38,26,41,120864
3,38,26,41,120864
3,38,26,41,120864
3,38,30,41,120864
3,38,31,41,120864
3,38,32,41,120864
3,40,34,43,126652
3,40,34,43,126652
3,40,38,43,126652
3,40,39,43,126652
3,40,40,43,126652
3,41,43,44,131481
3,43,43,46,138136
3,44,43,47,142719
3,44,43,47,142719
3,44,43,47,142719
7,44,43,51,151831
8,45,43,53,158861
8,46,46,54,163259
8,48,46,56,170826
8,48,46,56,170826
8,48,46,56,170826
12,48,46,60,180697
14,48,46,62,186681
15,48,46,63,189693
15,48,46,63,189693
19,48,46,67,197785
19,49,46,68,202019
20,49,46,69,207183
22,49,46,71,213188
22,54,48,76,224017
22,56,48,78,230854
23,57,48,80,236708
25,59,48,84,245070
27,61,48,88,253998
27,63,51,90,262989
29,64,52,93,271001
29,65,52,94,275272
29,67,55,96,278054
31,69,55,100,287205
31,69,59,100,287205
35,69,59,104,295297
36,69,59,105,299530
36,70,59,106,304530
36,70,59,106,304530
36,70,59,106,304530
36,70,59,106,304530
36,70,59,106,304530
36,70,59,106,304530
36,70,59,106,304530
38,72,59,110,311632
38,74,59,112,317324
38,76,62,114,322910
38,77,62,115,325028
38,78,62,116,328991
38,78,62,116,328991
38,78,62,116,328991
38,78,62,116,328991
38,78,62,116,328991
38,78,62,116,328991
38,78,67,116,328991
39,80,68,119,337152
44,80,70,124,347976
44,81,70,125,351368
44,82,70,126,355675
48,82,70,130,365546
48,84,70,132,372569
48,85,70,133,376710
48,85,70,133,376710
48,85,70,133,376710
48,85,70,133,376710
48,85,70,133,376710
53,85,70,138,388284
55,85,72,140,395577
55,85,74,140,395577
55,85,79,140,395577
55,85,83,140,395577
57,85,85,142,402111
59,85,85,144,409140
60,86,87,146,414887
60,86,87,146,414887
60,86,87,146,414887
60,86,91,146,414887
60,86,91,146,414887
61,86,94,147,418278
61,86,98,147,418278
61,86,98,147,418278
61,86,98,147,418278
61,86,102,147,418278
61,86,103,147,418278
61,86,107,147,418278
61,86,109,147,418278
62,86,109,148,422675
62,86,113,148,422675
64,86,113,150,430240
64,86,118,150,430240
64,86,123,150,430240
68,86,126,154,439420
68,86,131,154,439420
68,86,138,154,439420
68,86,143,154,439420
68,86,147,154,439420
68,86,149,154,439420
68,86,150,154,439420
68,86,155,154,439420
68,86,159,154,439420
68,86,161,154,439420
68,86,162,154,439420
68,86,164,154,439420
68,86,169,154,439420
68,86,174,154,439420
68,88,177,156,448955
68,89,180,157,454107
68,89,180,157,454107
68,89,180,157,454107
68,89,180,157,454107
68,89,180,157,454107
68,89,180,157,454107
70,91,180,161,463319
72,91,182,163,469439
72,92,185,164,473100
73,92,188,165,476894
73,92,192,165,476894
73,94,194,167,483130
75,96,194,171,492690
76,97,194,173,498365
76,98,197,174,501311
76,98,197,174,501311
76,98,201,174,501311
76,98,201,174,501311
76,98,201,174,501311
76,98,201,174,501311
76,98,201,174,501311
76,98,201,174,501311
76,98,201,174,501311
76,98,201,174,501311
76,98,201,174,501311
81,98,201,179,514455
82,100,202,182,519524
82,100,206,182,519524
82,100,208,182,519524
82,100,213,182,519524
82,100,213,182,519524
82,100,213,182,519524
82,100,213,182,519524
82,100,213,182,519524
86,100,213,186,529395
88,100,213,188,535379
89,100,213,189,538391
89,100,213,189,538391
89,100,217,189,538391
89,100,219,189,538391
89,100,220,189,538391
89,100,220,189,538391
93,100,220,193,545856
95,100,222,195,552836
96,100,223,196,556568
96,100,227,196,556568
96,100,227,196,556568
96,100,227,196,556568
96,100,227,196,556568
96,100,227,196,556568
96,100,227,196,556568
96,100,227,196,556568
96,100,227,196,556568
96,100,227,196,556568
96,100,227,196,556568
96,100,227,196,556568
97,101,229,198,561905
97,101,229,198,561905
97,101,233,198,561905
97,101,235,198,561905
97,101,239,198,561905
97,101,239,198,561905
97,101,243,198,561905
97,101,243,198,561905
100,101,244,201,570033
100,103,244,203,575626
100,104,244,204,580694
100,104,248,204,580694
100,105,252,205,583526
100,105,252,205,583526
100,105,252,205,583526
100,105,256,205,583526
100,105,260,205,583526
100,105,261,205,583526
100,105,261,205,583526
102,105,263,207,590506
104,105,263,209,596180
105,105,263,210,599125
105,105,267,210,599125
105,105,267,210,599125
105,105,267,210,599125
105,106,270,211,602154
105,106,274,211,602154
107,106,276,213,607668
108,106,276,214,611901
109,106,276,215,617065
111,106,276,217,623070
115,106,276,221,630535
117,106,278,223,637515
118,106,279,224,641247
118,106,283,224,641247
118,106,283,224,641247
123,106,285,229,652071
124,106,285,230,655462
125,106,285,231,659768
129,106,285,235,667860
130,106,285,236,672093
131,106,285,237,677257
135,106,285,241,685349
136,107,287,243,690960
137,108,288,245,699924
137,108,288,245,699924
141,108,288,249,707845
143,108,290,251,713455
145,108,291,253,722418
145,108,291,253,722418
149,108,291,257,730606
152,108,291,260,741321
152,108,291,260,741321
154,110,291,264,749926
