server cache hits, server cache misses, client cache hits, client cache misses, bandwith
0,3,0,3,25532
0,4,2,4,40881
0,5,2,5,56268
2,6,2,8,80824
2,7,2,9,94905
2,8,4,10,114498
2,8,7,10,114498
2,8,7,10,114498
2,10,8,12,138262
2,11,8,13,157392
2,12,8,14,169941
2,13,8,15,180097
2,13,8,15,180097
2,14,10,16,203351
2,15,12,17,223772
2,16,14,18,236823
2,18,14,20,259330
2,19,16,21,271109
2,20,16,22,284924
2,20,16,22,284924
2,20,16,22,284924
2,20,16,22,284924
2,20,16,22,284924
2,20,16,22,284924
2,21,18,23,305765
2,22,20,24,318724
2,23,22,25,341214
2,25,22,27,370960
2,26,22,28,388007
2,27,22,29,400766
2,27,22,29,400766
2,27,22,29,400766
2,27,25,29,400766
2,28,27,30,413165
2,28,27,30,413165
2,28,30,30,413165
2,29,32,31,431671
2,30,32,32,450006
2,30,32,32,450006
2,30,32,32,450006
2,30,32,32,450006
5,30,32,35,475221
6,30,32,36,493555
6,30,35,36,493555
6,30,35,36,493555
6,30,35,36,493555
9,30,35,39,519857
10,30,35,40,537702
11,30,35,41,551782
11,30,35,41,551782
11,30,35,41,551782
14,30,35,44,580981
14,31,35,45,599024
15,31,35,46,614372
16,31,35,47,629758
16,32,37,48,650417
16,33,37,49,669247
16,34,37,50,684027
18,35,37,53,700467
20,36,37,56,720641
20,37,39,57,737297
22,37,40,59,756225
22,38,42,60,773480
24,39,42,63,794158
24,39,45,63,794158
27,39,45,66,823357
28,39,45,67,841399
28,39,45,67,841399
28,39,45,67,841399
28,39,45,67,841399
28,39,45,67,841399
28,39,45,67,841399
28,39,45,67,841399
30,40,45,70,865249
30,41,45,71,887037
30,41,48,71,887037
30,42,48,72,903134
30,42,48,72,903134
30,42,48,72,903134
30,42,48,72,903134
30,42,48,72,903134
30,42,48,72,903134
30,42,51,72,903134
31,43,52,74,926872
32,43,54,75,947530
32,44,54,76,963942
32,45,54,77,975186
35,45,54,80,1001488
35,45,54,80,1001488
35,45,54,80,1001488
35,45,54,80,1001488
35,45,54,80,1001488
38,45,54,83,1022278
39,45,56,84,1040123
39,45,57,84,1040123
39,45,60,84,1040123
40,45,62,85,1059715
41,45,64,86,1078220
42,45,64,87,1096554
42,47,66,89,1116176
42,47,66,89,1116176
42,47,66,89,1116176
42,47,70,89,1116176
42,47,70,89,1116176
43,47,72,90,1132587
43,47,76,90,1132587
43,47,76,90,1132587
43,47,76,90,1132587
43,47,79,90,1132587
43,47,81,90,1132587
43,47,84,90,1132587
43,47,85,90,1132587
43,47,88,90,1132587
43,47,91,90,1132587
43,47,94,90,1132587
44,47,96,91,1153245
44,47,99,91,1153245
44,47,102,91,1153245
44,47,105,91,1153245
44,47,108,91,1153245
44,47,109,91,1153245
44,47,112,91,1153245
44,47,115,91,1153245
44,47,116,91,1153245
44,47,119,91,1153245
44,47,122,91,1153245
44,48,124,92,1171341
44,48,127,92,1171341
44,48,127,92,1171341
44,48,127,92,1171341
44,48,127,92,1171341
44,48,127,92,1171341
44,48,127,92,1171341
46,49,127,95,1193680
47,49,129,96,1206829
48,49,131,97,1224083
49,49,134,98,1240678
49,49,137,98,1240678
50,50,138,100,1258739
52,51,138,103,1287715
52,52,138,104,1306502
52,53,140,105,1319026
52,53,140,105,1319026
52,53,143,105,1319026
52,53,143,105,1319026
52,53,143,105,1319026
52,53,143,105,1319026
52,53,143,105,1319026
52,53,143,105,1319026
52,53,143,105,1319026
52,53,143,105,1319026
52,53,143,105,1319026
55,53,143,108,1344559
56,54,144,110,1364966
56,54,147,110,1364966
56,54,150,110,1364966
56,54,150,110,1364966
56,54,150,110,1364966
56,54,150,110,1364966
56,54,150,110,1364966
59,54,150,113,1391268
60,54,150,114,1409113
61,54,150,115,1423193
61,54,150,115,1423193
61,54,150,115,1423193
61,54,153,115,1423193
61,54,154,115,1423193
61,54,155,115,1423193
61,54,155,115,1423193
61,54,155,115,1423193
64,54,155,118,1442426
65,54,157,119,1464691
66,54,157,120,1483477
66,54,160,120,1483477
66,54,160,120,1483477
66,54,160,120,1483477
66,54,160,120,1483477
66,54,160,120,1483477
66,54,160,120,1483477
66,54,160,120,1483477
66,54,160,120,1483477
66,54,160,120,1483477
66,54,160,120,1483477
66,54,160,120,1483477
66,55,162,121,1502747
66,56,162,122,1517016
66,56,165,122,1517016
66,56,166,122,1517016
66,56,169,122,1517016
66,56,169,122,1517016
66,56,172,122,1517016
66,56,173,122,1517016
68,56,174,124,1533976
68,57,174,125,1547347
68,57,177,125,1547347
68,57,180,125,1547347
68,57,180,125,1547347
68,57,180,125,1547347
68,57,183,125,1547347
68,57,184,125,1547347
68,57,187,125,1547347
68,57,187,125,1547347
68,57,187,125,1547347
69,57,189,126,1569612
70,57,189,127,1588398
71,57,189,128,1600921
71,57,192,128,1600921
71,57,192,128,1600921
71,57,192,128,1600921
71,57,195,128,1600921
71,57,198,128,1600921
72,57,200,129,1623410
73,57,200,130,1641452
74,57,200,131,1656800
75,57,200,132,1672186
78,57,200,135,1691419
79,57,202,136,1713684
80,57,202,137,1732470
80,57,205,137,1732470
80,57,205,137,1732470
81,57,207,138,1753128
82,57,207,139,1769539
83,57,207,140,1780782
86,57,207,143,1809981
87,57,207,144,1828023
88,57,207,145,1843371
91,57,207,148,1872570
91,57,210,148,1872570
92,57,210,149,1891389
92,57,210,149,1891389
95,57,210,152,1916918
95,57,213,152,1916918
96,57,213,153,1935737
96,57,213,153,1935737
99,57,213,156,1964936
100,57,213,157,1983755
100,57,213,157,1983755
102,58,213,160,2008924
