server cache hits, server cache misses, client cache hits, client cache misses, bandwith
0,4,0,4,11230
0,5,0,5,15514
0,5,0,5,15514
0,5,0,5,15514
0,7,1,7,21313
0,9,1,9,27236
0,11,1,11,33096
1,13,1,14,39658
1,14,1,15,43487
1,15,1,16,46757
3,15,2,18,52554
5,15,2,20,58475
8,15,3,23,68149
8,16,3,24,70891
8,17,3,25,73757
8,17,3,25,73757
8,17,3,25,73757
8,17,3,25,73757
8,17,3,25,73757
8,17,3,25,73757
8,17,3,25,73757
11,17,3,28,81106
11,18,3,29,85008
13,18,4,31,90929
15,18,4,33,96787
15,20,4,35,103827
17,20,5,37,108835
17,22,5,39,114938
17,23,5,40,118109
17,23,5,40,118109
17,23,5,40,118109
17,23,5,40,118109
17,23,5,40,118109
17,23,5,40,118109
17,23,8,40,118109
17,23,10,40,118109
17,23,12,40,118109
17,23,14,40,118109
18,25,14,43,126502
18,26,14,44,131161
18,28,14,46,135646
18,30,15,48,140593
18,31,15,49,144539
19,33,15,52,151824
19,36,15,55,161629
19,37,15,56,164843
19,37,15,56,164843
19,37,15,56,164843
19,39,16,58,170392
19,41,16,60,175516
19,42,16,61,178072
19,42,16,61,178072
19,42,16,61,178072
19,42,16,61,178072
20,45,16,65,184917
20,47,16,67,189820
20,49,16,69,194555
20,51,17,71,201470
20,52,17,72,203848
20,52,17,72,203848
20,52,20,72,203848
20,52,23,72,203848
20,52,23,72,203848
20,52,23,72,203848
20,52,23,72,203848
21,53,24,74,210320
21,54,24,75,213394
21,54,24,75,213394
21,54,27,75,213394
21,54,28,75,213394
21,54,31,75,213394
21,55,31,76,216702
21,55,31,76,216702
21,55,34,76,216702
21,55,34,76,216702
21,55,34,76,216702
21,55,34,76,216702
21,55,34,76,216702
21,55,37,76,216702
21,55,37,76,216702
21,55,37,76,216702
21,55,37,76,216702
22,57,37,79,225262
24,57,38,81,231059
27,57,38,84,238408
28,57,38,85,242309
28,57,38,85,242309
28,57,38,85,242309
30,58,38,88,250754
33,58,38,91,258777
33,59,38,92,261860
33,60,38,93,265930
33,61,38,94,269293
33,61,38,94,269293
33,61,42,94,269293
33,61,42,94,269293
33,61,42,94,269293
33,61,42,94,269293
33,61,42,94,269293
33,61,42,94,269293
35,61,43,96,276299
36,62,43,98,282612
36,62,43,98,282612
36,62,43,98,282612
38,63,43,101,290629
38,64,43,102,293172
38,65,43,103,296779
38,65,43,103,296779
38,65,43,103,296779
42,65,43,107,308005
43,65,43,108,310746
45,65,44,110,315754
46,65,44,111,319582
47,65,44,112,322851
47,65,44,112,322851
50,65,44,115,329344
50,65,47,115,329344
50,65,50,115,329344
51,65,53,116,332085
51,65,57,116,332085
51,65,61,116,332085
51,65,64,116,332085
51,65,67,116,332085
51,65,70,116,332085
51,65,73,116,332085
51,65,76,116,332085
51,65,80,116,332085
51,65,84,116,332085
53,65,86,118,339683
55,65,87,120,344628
55,66,87,121,348403
55,67,87,122,351701
55,67,87,122,351701
58,67,87,125,359050
59,67,87,126,362951
59,68,87,127,366769
59,68,87,127,366769
59,68,90,127,366769
60,69,91,129,373191
61,70,91,131,378644
61,70,91,131,378644
61,70,91,131,378644
61,70,91,131,378644
64,70,91,134,385993
66,70,91,136,391914
68,70,91,138,397772
68,71,91,139,400645
68,71,91,139,400645
70,71,92,141,407651
70,72,92,142,410455
70,73,92,143,413881
71,74,92,145,418222
74,74,92,148,425571
76,74,92,150,431492
78,74,92,152,437350
79,74,92,153,440222
79,74,92,153,440222
81,74,93,155,447228
82,74,93,156,450031
83,74,93,157,453456
85,74,93,159,457796
85,74,93,159,457796
87,75,93,162,463373
87,75,93,162,463373
87,75,96,162,463373
87,75,96,162,463373
87,75,96,162,463373
87,75,96,162,463373
87,75,96,162,463373
89,75,97,164,470286
89,75,100,164,470286
89,75,100,164,470286
89,75,103,164,470286
89,75,103,164,470286
89,75,106,164,470286
89,75,106,164,470286
89,75,106,164,470286
89,75,109,164,470286
89,77,110,166,475019
93,77,110,170,481861
94,78,110,172,486524
94,80,110,174,493914
97,80,111,177,503588
98,80,111,178,506329
99,80,111,179,509194
99,80,111,179,509194
99,80,111,179,509194
99,80,111,179,509194
99,80,111,179,509194
99,80,111,179,509194
99,80,111,179,509194
99,80,115,179,509194
99,80,116,179,509194
99,80,117,179,509194
99,80,117,179,509194
99,80,117,179,509194
99,80,117,179,509194
99,80,117,179,509194
99,80,117,179,509194
99,80,117,179,509194
103,80,117,183,518428
106,80,117,186,526986
107,80,117,187,529789
110,80,119,190,537554
110,80,122,190,537554
110,83,123,193,547747
110,83,126,193,547747
113,83,126,196,555096
114,84,127,198,558985
114,84,130,198,558985
116,84,131,200,564906
116,84,134,200,564906
117,84,136,201,569136
117,84,139,201,569136
117,84,142,201,569136
117,84,142,201,569136
117,84,142,201,569136
117,84,142,201,569136
117,84,142,201,569136
120,84,143,204,578810
120,85,143,205,581098
121,88,143,209,592132
121,90,143,211,596304
121,91,143,212,601346
121,91,143,212,601346
121,91,143,212,601346
124,91,144,215,610198
124,91,147,215,610198
124,91,147,215,610198
124,91,147,215,610198
127,91,147,218,617547
129,91,147,220,623468
131,91,147,222,629326
133,91,147,224,636364
136,91,148,227,646554
136,92,148,228,650076
136,95,148,231,658352
136,95,148,231,658352
136,95,148,231,658352
136,95,148,231,658352
138,95,149,233,665191
138,95,153,233,665191
138,95,154,233,665191
138,95,157,233,665191
138,95,157,233,665191
138,95,157,233,665191
138,95,157,233,665191
141,95,157,236,671821
142,95,160,237,675595
143,96,161,239,680811
143,97,161,240,683633
143,97,161,240,683633
143,97,161,240,683633
143,97,164,240,683633
143,97,167,240,683633
143,97,170,240,683633
147,97,170,244,694859
147,99,171,246,700016
150,99,171,249,707581
150,99,174,249,707581
150,99,177,249,707581
150,99,180,249,707581
150,99,183,249,707581
150,99,186,249,707581
150,99,189,249,707581
150,99,192,249,707581
150,99,195,249,707581
150,99,198,249,707581
150,99,201,249,707581
150,99,204,249,707581
150,99,207,249,707581
150,99,210,249,707581
151,99,213,250,710234
151,99,216,250,710234
151,99,219,250,710234
151,99,222,250,710234
151,99,225,250,710234
151,99,228,250,710234
151,99,232,250,710234
151,99,236,250,710234
154,99,236,253,717583
156,99,236,255,723504
158,99,236,257,729362
159,99,236,258,731622
162,99,237,261,741812
163,99,237,262,745333
166,99,237,265,753606
166,99,240,265,753606
166,99,242,265,753606
166,99,244,265,753606
166,99,245,265,753606
166,99,249,265,753606
166,99,250,265,753606
166,99,253,265,753606
170,99,253,269,765348
171,100,253,271,770403
171,102,253,273,776412
171,104,253,275,782413
171,104,256,275,782413
171,104,256,275,782413
171,104,260,275,782413
171,104,262,275,782413
171,104,264,275,782413
171,104,266,275,782413
171,104,266,275,782413
171,104,270,275,782413
173,104,271,277,788210
175,104,271,279,794131
177,104,271,281,799989
179,104,271,283,807027
182,104,271,286,813916
185,104,271,289,822189
185,104,271,289,822189
185,104,271,289,822189
185,104,271,289,822189
188,104,271,292,830747
189,104,271,293,833550
190,104,271,294,836975
192,104,271,296,841315
193,105,272,298,846603
193,108,272,301,858354
193,109,272,302,863675
193,110,272,303,866462
193,111,272,304,869875
193,111,272,304,869875
193,111,272,304,869875
193,111,272,304,869875
196,111,272,307,878433
197,111,272,308,881236
198,111,272,309,884661
200,111,272,311,889001
203,111,273,314,899191
203,111,273,314,899191
203,111,273,314,899191
203,111,273,314,899191
203,111,276,314,899191
203,111,276,314,899191
206,111,276,317,906030
209,111,276,320,917778
210,111,276,321,921190
210,111,276,321,921190
210,113,277,323,927444
210,114,277,324,931312
210,114,277,324,931312
210,114,277,324,931312
210,114,280,324,931312
210,114,280,324,931312
210,114,280,324,931312
210,114,283,324,931312
210,114,283,324,931312
210,114,286,324,931312
210,114,289,324,931312
210,114,289,324,931312
210,114,289,324,931312
210,114,289,324,931312
213,114,289,327,939870
214,114,289,328,942673
215,114,289,329,946098
217,114,289,331,950438
220,114,290,334,960628
221,114,290,335,964149
224,114,290,338,972422
224,114,290,338,972422
224,114,290,338,972422
227,114,290,341,978982
229,114,290,343,985083
230,114,290,344,988253
230,114,290,344,988253
230,114,290,344,988253
230,114,290,344,988253
230,114,290,344,988253
232,114,291,346,994050
234,114,291,348,999971
236,114,291,350,1005829
238,114,291,352,1012867
241,114,291,355,1021258
242,114,291,356,1025916
244,114,291,358,1030399
244,115,291,359,1033257
247,115,292,362,1043447
249,115,292,364,1048501
251,115,292,366,1054508
253,115,294,368,1060507
253,115,298,368,1060507
253,115,302,368,1060507
255,116,302,371,1068940
255,116,302,371,1068940
255,116,302,371,1068940
258,116,303,374,1079130
259,116,303,375,1082651
262,116,303,378,1090924
262,116,303,378,1090924
264,116,304,380,1096721
265,117,304,382,1101683
268,117,304,385,1109248
268,117,307,385,1109248
268,117,310,385,1109248
268,117,313,385,1109248
268,117,316,385,1109248
268,117,319,385,1109248
268,117,322,385,1109248
268,117,325,385,1109248
268,117,328,385,1109248
268,117,331,385,1109248
268,117,334,385,1109248
268,117,337,385,1109248
268,117,340,385,1109248
268,117,343,385,1109248
268,117,346,385,1109248
268,117,349,385,1109248
268,117,352,385,1109248
268,117,355,385,1109248
268,117,358,385,1109248
269,117,361,386,1111901
269,117,365,386,1111901
269,117,369,386,1111901
269,117,373,386,1111901
269,117,377,386,1111901
270,117,379,387,1116131
272,117,380,389,1122052
274,117,381,391,1127849
275,117,383,392,1131182
275,118,383,393,1134573
275,121,385,396,1138422
275,121,391,396,1138422
275,121,396,396,1138422
275,121,397,396,1138422
275,122,397,397,1143151
275,122,397,397,1143151
275,122,400,397,1143151
278,122,400,400,1151542
278,123,400,401,1154294
278,124,400,402,1157788
278,124,400,402,1157788
278,124,400,402,1157788
280,124,401,404,1164209
282,124,401,406,1169661
282,125,401,407,1172955
282,125,401,407,1172955
282,125,401,407,1172955
282,125,401,407,1172955
282,125,401,407,1172955
286,125,401,411,1184697
287,126,401,413,1189617
287,127,401,414,1192513
289,127,402,416,1198310
291,127,402,418,1204231
294,127,402,421,1211641
297,127,402,424,1218990
297,128,402,425,1223222
299,128,403,427,1230061
301,128,404,429,1235982
303,128,404,431,1241840
307,128,404,435,1253066
307,129,404,436,1256728
307,130,404,437,1260705
310,130,404,440,1268054
312,130,405,442,1273912
314,130,406,444,1279833
316,130,408,446,1286871
319,130,409,449,1297061
321,130,409,451,1302115
323,130,409,453,1308122
325,130,409,455,1314121
325,130,413,455,1314121
328,130,413,458,1322553
331,130,413,461,1329902
333,130,413,463,1335823
335,130,413,465,1341681
336,130,413,466,1344553
336,130,413,466,1344553
336,130,416,466,1344553
336,130,418,466,1344553
336,130,420,466,1344553
336,130,421,466,1344553
336,130,421,466,1344553
337,130,423,467,1347886
338,131,423,469,1353976
338,133,423,471,1359436
338,134,423,472,1363456
342,134,423,476,1374682
343,134,423,477,1377423
344,134,423,478,1380288
344,134,423,478,1380288
344,134,423,478,1380288
344,134,423,478,1380288
348,134,424,482,1390272
351,134,424,485,1397111
353,134,425,487,1402908
355,134,425,489,1407869
355,134,425,489,1407869
355,134,425,489,1407869
356,134,427,490,1411770
356,134,427,490,1411770
356,134,427,490,1411770
356,134,427,490,1411770
356,134,427,490,1411770
