server cache hits, server cache misses, client cache hits, client cache misses, bandwith
0,2,0,2,72586
0,3,0,3,76278
0,3,0,3,76278
0,3,0,3,76278
0,4,1,4,97989
0,5,1,5,129407
1,6,1,7,200603
1,6,1,7,200603
2,6,2,8,222313
3,6,2,9,253730
4,6,3,10,290003
4,7,3,11,294804
4,8,3,12,311656
4,8,3,12,311656
4,8,3,12,311656
4,8,3,12,311656
4,8,3,12,311656
4,8,3,12,311656
6,8,3,14,369669
6,8,3,14,369669
7,8,5,15,401086
8,8,6,16,435970
8,8,6,16,435970
8,8,6,16,435970
8,8,6,16,435970
8,8,6,16,435970
8,8,6,16,435970
8,8,6,16,435970
8,8,8,16,435970
8,8,9,16,435970
9,9,9,18,493251
9,10,9,19,521636
9,12,9,21,564250
9,13,10,22,596518
10,14,10,24,664883
10,15,10,25,687763
10,16,10,26,693494
10,16,10,26,693494
10,16,10,26,693494
10,17,11,27,715305
10,18,11,28,751732
10,19,11,29,771668
10,19,11,29,771668
10,19,11,29,771668
10,19,11,29,771668
11,20,11,31,839599
11,21,12,32,873448
11,21,12,32,873448
11,21,14,32,873448
11,21,16,32,873448
11,21,16,32,873448
11,21,16,32,873448
11,21,16,32,873448
11,22,17,33,906942
11,22,17,33,906942
11,22,17,33,906942
11,22,19,33,906942
11,22,19,33,906942
11,22,21,33,906942
11,22,21,33,906942
11,22,21,33,906942
11,22,23,33,906942
11,22,23,33,906942
11,22,23,33,906942
11,22,23,33,906942
11,22,23,33,906942
11,22,25,33,906942
11,22,25,33,906942
11,22,25,33,906942
11,22,25,33,906942
12,23,25,35,967043
13,23,26,36,988753
15,23,26,38,1046766
15,23,26,38,1046766
15,23,26,38,1046766
15,23,26,38,1046766
16,23,26,39,1083069
18,23,26,41,1152865
18,24,26,42,1173275
18,25,26,43,1196942
18,25,26,43,1196942
18,25,30,43,1196942
18,25,30,43,1196942
18,25,30,43,1196942
18,25,30,43,1196942
18,25,30,43,1196942
18,25,30,43,1196942
19,25,31,44,1220739
19,25,31,44,1220739
19,25,31,44,1220739
19,25,31,44,1220739
20,26,31,46,1292107
20,27,31,47,1297718
20,27,31,47,1297718
20,27,31,47,1297718
22,27,31,49,1370294
23,27,31,50,1375094
24,27,32,51,1409978
24,27,32,51,1409978
24,27,32,51,1409978
28,27,32,55,1504205
28,27,36,55,1504205
28,27,40,55,1504205
28,27,44,55,1504205
28,27,48,55,1504205
28,27,51,55,1504205
28,27,54,55,1504205
28,27,58,55,1504205
28,27,62,55,1504205
28,27,66,55,1504205
28,27,70,55,1504205
28,27,74,55,1504205
28,27,78,55,1504205
28,27,80,55,1504205
29,27,81,56,1536465
29,28,81,57,1541916
29,28,81,57,1541916
31,28,81,59,1599929
31,29,81,60,1609438
31,29,81,60,1609438
31,29,84,60,1609438
31,30,85,61,1644018
31,30,85,61,1644018
31,30,85,61,1644018
31,30,85,61,1644018
33,30,85,63,1702031
34,30,85,64,1733448
34,31,85,65,1748131
34,31,85,65,1748131
35,31,86,66,1771928
35,32,86,67,1795359
37,32,86,69,1853372
38,32,86,70,1884789
39,32,86,71,1899471
39,32,86,71,1899471
40,32,87,72,1923268
41,32,87,73,1946698
41,33,87,74,1960072
42,33,87,75,1996375
42,33,87,75,1996375
42,33,88,75,1996375
42,33,88,75,1996375
42,33,88,75,1996375
42,33,88,75,1996375
42,33,88,75,1996375
43,33,89,76,2030215
43,33,90,76,2030215
43,33,90,76,2030215
43,33,91,76,2030215
43,33,91,76,2030215
43,33,92,76,2030215
43,33,92,76,2030215
43,33,92,76,2030215
43,33,93,76,2030215
44,35,94,79,2100694
46,35,94,81,2168617
46,36,94,82,2209334
47,36,95,83,2245607
48,36,95,84,2250407
49,36,95,85,2267258
49,36,95,85,2267258
49,36,95,85,2267258
49,36,95,85,2267258
49,36,95,85,2267258
49,36,95,85,2267258
49,36,97,85,2267258
49,36,98,85,2267258
49,36,99,85,2267258
49,36,99,85,2267258
49,36,99,85,2267258
49,36,99,85,2267258
49,36,99,85,2267258
49,36,99,85,2267258
52,36,99,88,2344634
54,36,99,90,2404734
55,36,99,91,2428164
55,36,102,91,2428164
55,36,105,91,2428164
55,37,106,92,2451193
55,38,106,93,2470304
55,39,106,94,2494593
55,39,110,94,2494593
57,39,110,96,2552606
58,39,112,97,2584023
58,39,115,97,2584023
58,39,118,97,2584023
58,39,121,97,2584023
58,39,124,97,2584023
58,39,127,97,2584023
58,39,130,97,2584023
59,39,130,98,2598705
59,39,130,98,2598705
59,39,130,98,2598705
59,39,130,98,2598705
60,39,131,99,2634978
61,40,131,101,2706589
61,40,131,101,2706589
61,40,131,101,2706589
63,40,132,103,2744299
63,40,135,103,2744299
63,40,135,103,2744299
63,40,135,103,2744299
65,40,135,105,2802312
66,40,135,106,2833729
67,40,136,107,2856757
67,41,136,108,2874944
67,42,136,109,2890212
67,42,136,109,2890212
67,42,136,109,2890212
68,42,137,110,2911189
68,42,139,110,2911189
68,42,140,110,2911189
68,42,141,110,2911189
68,42,141,110,2911189
68,42,141,110,2911189
71,42,141,113,2985202
71,42,144,113,2985202
72,42,145,114,3020509
72,42,145,114,3020509
72,42,145,114,3020509
72,42,147,114,3020509
72,42,149,114,3020509
72,42,151,114,3020509
74,42,151,116,3093085
74,45,152,119,3166463
78,45,152,123,3270575
78,45,156,123,3270575
78,45,160,123,3270575
78,45,164,123,3270575
78,45,168,123,3270575
78,45,172,123,3270575
78,45,176,123,3270575
78,45,180,123,3270575
78,45,184,123,3270575
78,45,188,123,3270575
78,45,192,123,3270575
78,45,196,123,3270575
78,45,200,123,3270575
78,45,204,123,3270575
78,45,207,123,3270575
78,45,211,123,3270575
78,45,215,123,3270575
78,45,219,123,3270575
78,45,223,123,3270575
78,45,227,123,3270575
78,45,230,123,3270575
78,45,233,123,3270575
80,45,233,125,3328588
81,45,233,126,3360005
82,45,234,127,3383033
83,45,234,128,3401219
84,45,234,129,3416486
84,45,236,129,3416486
84,45,237,129,3416486
84,45,239,129,3416486
84,45,240,129,3416486
84,45,241,129,3416486
86,45,241,131,3475817
86,46,243,132,3484072
86,46,243,132,3484072
86,46,245,132,3484072
86,46,246,132,3484072
86,46,248,132,3484072
87,46,249,133,3505782
88,46,249,134,3537199
91,46,249,137,3614716
92,46,249,138,3629983
92,46,249,138,3629983
92,46,249,138,3629983
94,46,249,140,3690083
95,46,249,141,3713513
95,47,250,142,3734565
95,48,250,143,3758846
95,48,250,143,3758846
95,48,250,143,3758846
95,48,250,143,3758846
95,48,250,143,3758846
97,48,250,145,3818946
98,48,250,146,3842376
99,48,251,147,3865404
100,48,251,148,3884514
101,48,251,149,3908802
101,48,251,149,3908802
101,48,251,149,3908802
101,48,251,149,3908802
101,48,255,149,3908802
101,48,255,149,3908802
103,48,255,151,3966156
104,48,255,152,3990436
104,48,255,152,3990436
104,48,255,152,3990436
104,49,256,153,4017323
104,50,256,154,4033083
104,50,256,154,4033083
104,50,256,154,4033083
104,50,259,154,4033083
104,50,259,154,4033083
104,50,259,154,4033083
104,50,262,154,4033083
104,50,262,154,4033083
104,50,265,154,4033083
104,50,268,154,4033083
104,50,268,154,4033083
104,50,268,154,4033083
104,50,268,154,4033083
106,50,268,156,4093183
107,50,268,157,4116613
108,50,269,158,4139641
109,50,269,159,4157827
110,50,269,160,4173094
110,50,269,160,4173094
112,50,269,162,4244281
112,50,269,162,4244281
112,50,269,162,4244281
112,50,269,162,4244281
112,50,269,162,4244281
112,50,269,162,4244281
113,50,270,163,4265991
114,50,270,164,4297408
116,50,270,166,4354688
117,50,270,167,4383072
119,50,270,169,4425684
120,50,271,170,4448712
120,50,273,170,4448712
120,50,275,170,4448712
120,50,277,170,4448712
121,51,277,172,4503947
121,51,277,172,4503947
121,51,277,172,4503947
122,51,278,173,4526975
123,51,278,174,4545161
124,51,278,175,4560428
125,51,279,176,4582138
125,51,279,176,4582138
129,51,279,180,4686250
129,51,283,180,4686250
129,51,287,180,4686250
129,51,291,180,4686250
129,51,295,180,4686250
129,51,299,180,4686250
129,51,303,180,4686250
129,51,307,180,4686250
129,51,311,180,4686250
129,51,315,180,4686250
129,51,319,180,4686250
129,51,323,180,4686250
129,51,327,180,4686250
129,51,331,180,4686250
129,51,335,180,4686250
129,51,339,180,4686250
129,51,343,180,4686250
129,51,347,180,4686250
129,51,351,180,4686250
129,51,354,180,4686250
129,51,357,180,4686250
129,51,360,180,4686250
129,51,363,180,4686250
129,51,366,180,4686250
129,51,369,180,4686250
129,51,372,180,4686250
129,51,374,180,4686250
129,52,375,181,4715777
129,53,377,182,4722466
129,53,380,182,4722466
129,53,383,182,4722466
129,53,383,182,4722466
129,53,383,182,4722466
129,53,386,182,4722466
131,53,386,184,4779746
131,54,386,185,4801147
131,55,386,186,4816832
131,55,386,186,4816832
132,55,387,187,4851403
132,55,387,187,4851403
132,55,387,187,4851403
132,55,387,187,4851403
132,55,387,187,4851403
134,55,387,189,4910734
134,56,387,190,4926349
134,57,387,191,4954827
135,57,388,192,4976537
136,57,388,193,5007954
139,57,388,196,5097384
141,57,388,198,5155397
141,58,388,199,5189860
142,58,389,200,5210837
142,59,389,201,5236575
143,59,391,202,5267992
145,59,391,204,5340568
145,60,391,205,5344413
145,61,391,206,5348199
147,61,391,208,5406212
148,61,393,209,5437629
148,61,396,209,5437629
148,61,399,209,5437629
149,61,400,210,5460657
149,61,402,210,5460657
150,61,402,211,5496960
152,61,402,213,5554973
153,61,402,214,5586390
154,61,402,215,5601072
154,61,402,215,5601072
154,61,404,215,5601072
154,61,405,215,5601072
154,61,406,215,5601072
154,61,406,215,5601072
155,61,407,216,5630598
155,62,407,217,5639146
155,63,407,218,5656816
157,63,407,220,5729392
158,63,407,221,5734192
159,63,407,222,5751043
159,63,407,222,5751043
159,63,407,222,5751043
161,63,408,224,5798270
163,63,408,226,5855624
164,63,409,227,5877334
164,63,409,227,5877334
164,63,409,227,5877334
164,63,409,227,5877334
164,63,411,227,5877334
164,63,411,227,5877334
164,63,411,227,5877334
164,63,411,227,5877334
164,63,411,227,5877334
164,63,411,227,5877334
164,63,411,227,5877334
164,63,411,227,5877334
164,63,411,227,5877334
164,63,411,227,5877334
164,63,411,227,5877334
164,63,413,227,5877334
164,63,413,227,5877334
164,63,413,227,5877334
165,63,414,228,5912641
165,63,414,228,5912641
165,63,414,228,5912641
167,63,414,230,5984000
168,63,414,231,5989610
168,63,414,231,5989610
168,63,414,231,5989610
170,63,414,233,6058113
170,64,414,234,6072817
170,65,414,235,6092282
172,65,414,237,6151613
173,65,414,238,6169799
174,65,414,239,6185066
175,65,415,240,6206776
176,65,415,241,6241230
176,66,415,242,6263861
176,66,415,242,6263861
176,66,419,242,6263861
178,66,419,244,6321215
179,66,419,245,6345495
181,66,419,247,6403508
181,67,419,248,6413427
181,67,419,248,6413427
181,67,419,248,6413427
181,67,419,248,6413427
181,68,420,249,6445069
181,69,420,250,6458249
181,69,420,250,6458249
181,69,420,250,6458249
181,69,422,250,6458249
181,69,423,250,6458249
181,69,423,250,6458249
181,69,423,250,6458249
181,69,423,250,6458249
181,69,423,250,6458249
183,69,423,252,6516262
184,69,423,253,6547679
185,69,424,254,6568656
186,69,424,255,6590056
187,69,427,256,6605740
189,69,427,258,6663094
190,69,427,259,6687374
190,69,427,259,6687374
190,69,427,259,6687374
190,69,427,259,6687374
190,69,427,259,6687374
191,69,428,260,6706305
192,69,429,261,6730102
193,69,429,262,6753532
194,69,430,263,6775242
195,69,430,264,6806659
197,69,430,266,6866759
199,69,431,268,6919886
199,69,433,268,6919886
199,69,436,268,6919886
